dataset_token,source_dataset,mcq_questions,model_id,fewshot_k,layers,strength,seed,baseline_accuracy,baseline_invalid_rate,baseline_correct,baseline_invalid,baseline_total,baseline_cache_path,steered_accuracy,steered_invalid_rate,steered_correct,steered_invalid,steered_total,steered_cache_path,steered_vector_path,delta_accuracy,delta_invalid_rate
tssb_mcq_k5_seed42,,mcq_cache/tssb_mcq_k5_seed42.json,Qwen/Qwen2.5-Coder-14B-Instruct,5,"27,28,29,30,31",2.0,42,0.6771384786848704,0.0,9721.0,0.0,14356.0,mcq_cache/baseline_tssb_qwen2-5-coder-14b-instruct_k5_seed42.json,,,,,,,,,
manysstubs_mcq_k3_seed42,,mcq_cache/manysstubs_mcq_k3_seed42.json,Qwen/Qwen2.5-7B-Instruct,3,"27,28,29,30,31",2.0,42,0.544500141870803,0.0,23028.0,0.0,42292.0,mcq_cache/baseline_manysstubs_qwen2-5-7b-instruct_k3_seed42.json,,,,,,,,,
manysstubs_mcq_k3_seed42,,mcq_cache/manysstubs_mcq_k3_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,3,"27,28,29,30,31",2.0,42,0.5678142438286201,0.0006857088811122,24014.0,29.0,42292.0,mcq_cache/baseline_manysstubs_qwen2-5-coder-7b-instruct_k3_seed42.json,,,,,,,,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,0,last:4,2.0,42,0.65,0.0,65.0,0.0,100.0,mcq_cache/baseline_manysstubs_qwen2-5-coder-7b-instruct_k0_seed42_es0_el100.json,0.7,0.0,70.0,0.0,100.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_Qwen-Qwen2.5-Coder-7B-Instruct_k0_Llast-4_a2p0_seed42_es0_el100.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_qwen2-5-coder-7b-instruct_pca_center_suffix.svec,0.04999999999999993,0.0
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,1.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4938,0.0,2469.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010621697653366735,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,1.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,1.5,42,,,,,,,0.4854,0.0,2427.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,1.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4822,0.0,2411.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a1p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.022221697653366734,-0.0013230276443144
manysstubs_mcq_k5_seed42,,mcq_cache/manysstubs_mcq_k5_seed42.json,Qwen/Qwen2.5-Coder-7B-Instruct,5,"27,28,29,30,31",2.0,42,0.562851737999527,0.0008039725703475,23803.0,34.0,42290.0,mcq_cache/baseline_manysstubs_qwen2-5-coder-7b-instruct_k5_seed42.json,,,,,,,,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,2.0,42,,,,,,,0.476,0.0008,2380.0,4.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,2.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.487,0.0002,2435.0,1.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a2p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.017421697653366763,-0.0011230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,2.5,42,,,,,,,0.2728,0.4156,1364.0,2078.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,2.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.3934,0.2168,1967.0,1084.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a2p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.11102169765336672,0.21547697235568558
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,3.0,42,,,,,,,0.3984,0.2192,1992.0,1096.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,1.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,1.5,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,2.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,2.5,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,3.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,1.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.15:6,3.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4556,0.0988,2278.0,494.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.15-6_a3p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.04882169765336675,0.0974769723556856
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,1.5,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,1.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4938,0.0,2469.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010621697653366735,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,2.0,42,,,,,,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,1.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a1p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010021697653366746,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,2.5,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,2.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010021697653366746,-0.0013230276443144
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,2.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a2p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010021697653366746,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,3.0,42,,,,,,,0.4946,0.0,2473.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.35:6,3.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.35-6_a3p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010021697653366746,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,1.0,42,,,,,,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,1.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4932,0.0,2466.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.011221697653366725,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,1.5,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,1.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4936,0.0,2468.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a1p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010821697653366769,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,2.0,42,,,,,,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a2p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,2.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.494,0.0,2470.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.010421697653366757,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,2.5,42,,,,,,,0.4946,0.0,2473.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a2p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,2.5,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a2p5_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.01022169765336678,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,3.0,42,,,,,,,0.4944,0.0,2472.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a3p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.55:6,3.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.55-6_a3p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.01022169765336678,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.90:6,1.0,42,,,,,,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.90-6_a1p0_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
tssb_mcq_k0_seed42,,mcq_cache/tssb_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.75:6,1.0,42,0.5044216976533668,0.0013230276443144,7244.0,19.0,14361.0,,0.4928,0.0,2464.0,0.0,5000.0,mcq_cache/steered_tssb_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.75-6_a1p0_seed42_es0_el5000.json,vectors/python/behavior_tssb_correctness_behavior_apr_codellama-7b-instruct-hf_pca_center_suffix.svec,-0.011621697653366736,-0.0013230276443144
manysstubs_mcq_k0_seed42,,mcq_cache/manysstubs_mcq_k0_seed42.json,meta-llama/CodeLlama-7b-Instruct-hf,0,band:0.90:6,1.5,42,,,,,,,0.4942,0.0,2471.0,0.0,5000.0,mcq_cache/steered_manysstubs_mcq_k0_seed42_meta-llama-CodeLlama-7b-Instruct-hf_k0_Lband-0.90-6_a1p5_seed42_es0_el5000.json,vectors/java/behavior_manysstubs_apr_manysstubs_pairs_3k_codellama-7b-instruct-hf_pca_center_suffix.svec,,
